conversation_id,tweet_id,text,timestamp,text_clean,cluster_id
conv_454549,454545,@AmazonHelp Le voici: https://t.co/WkRRlKvS0T,2017-11-30T23:19:40+00:00,Le voici:,19
conv_155205,155204,@AmazonHelp Schade... Aber danke trotzdem :),2017-11-24T16:56:57+00:00,Schade... Aber danke trotzdem :),10
conv_1296544,1296544,"@115850 @AmazonHelp Hi, why I am not able to post reviews for the product which I bought? https://t.co/r81ccxzU99",2017-10-16T08:41:40+00:00,"Hi, why I am not able to post reviews for the product which I bought?",10
conv_575943,575953,@AmazonHelp I would like to purchase the new phone from Amazon at same price once the refund is processed. How do I go about it?,2017-12-03T17:12:25+00:00,I would like to purchase the new phone from Amazon at same price once the refund is processed. How do I go about it?,1
conv_1736192,1736203,@AmazonHelp 5th advice - nope it’s not coming today but should come tomorrow,2017-11-07T18:23:31+00:00,5th advice - nope it’s not coming today but should come tomorrow,10
conv_889442,889438,@AmazonHelp bank tomorrow. :(,2017-10-20T23:33:00+00:00,bank tomorrow. :(,10
conv_1118633,1118633,Another big packing dabba from @115821 @AmazonHelp for the small size boxes https://t.co/YfsTMEpeQb,2017-10-24T04:59:52+00:00,Another big packing dabba from for the small size boxes,10
conv_1489420,1489420,@AmazonHelp  I pre ordered call if duty wwii a while back on ps4 for bu it says I’m recieving an Xbox one version.,2017-11-03T08:52:56+00:00,I pre ordered call if duty wwii a while back on ps4 for bu it says I’m recieving an Xbox one version.,10
conv_1083821,1083821,"@115821 / @AmazonHelp - Two day delivery is the promise, not “two days + processing + transit time.” Feeling like a 2nd class Prime member. https://t.co/tflnDw0Uin",2017-10-23T17:41:08+00:00,"/ - Two day delivery is the promise, not “two days + processing + transit time.” Feeling like a 2nd class Prime member.",14
conv_2959987,2959986,@AmazonHelp Yeah it happens on the Atom website. A pop up comes up to enter my Amazon prime login and once I submit it it ask me to allow Atom to acess my account. I hit allow and it seems like it attempts to verify my account but it then goes back to original screen where I started.,2017-11-29T20:29:16+00:00,Yeah it happens on the Atom website. A pop up comes up to enter my Amazon prime login and once I submit it it ask me to allow Atom to acess my account. I hit allow and it seems like it attempts to verify my account but it then goes back to original screen where I started.,6
conv_2281563,2281566,@AmazonHelp What's the number??,2017-11-11T21:20:09+00:00,What's the number??,10
conv_53513,53515,"@AmazonHelp OK, is there a way to change the shipping address to an Amazon locker then? My saved locker is not showing when I attempt this.",2017-11-01T21:24:05+00:00,"OK, is there a way to change the shipping address to an Amazon locker then? My saved locker is not showing when I attempt this.",1
conv_2679479,2679478,@AmazonHelp Why should I waste my time sorting these returns out and going out my way?   Come and pick them up and drop off my correct items!  Absolutely shocking service! Two incorrect items in two days I’ve wasted a whole weekend waiting in for. @118373 #poorservice #awfulservice,2017-11-19T14:44:04+00:00,Why should I waste my time sorting these returns out and going out my way? Come and pick them up and drop off my correct items! Absolutely shocking service! Two incorrect items in two days I’ve wasted a whole weekend waiting in for. #poorservice #awfulservice,10
conv_2263059,2263062,@AmazonHelp Sorted - that email isn't used for an Amazon account anyway!,2017-11-21T11:02:51+00:00,Sorted - that email isn't used for an Amazon account anyway!,6
conv_2129006,2129006,"@120533 @AmazonHelp Mon colis ne se trouve pas dans ma boîte aux lettres contrairement à ce qui est précisé. Je ne sais pas où il est !
Que faire pour obtenir un remboursement ou se faire renvoyer les articles ? https://t.co/NubTNXfNkA",2017-11-08T19:09:32+00:00,Mon colis ne se trouve pas dans ma boîte aux lettres contrairement à ce qui est précisé. Je ne sais pas où il est ! Que faire pour obtenir un remboursement ou se faire renvoyer les articles ?,19
conv_683757,683751,@AmazonHelp J’peux vous poser une question ???,2017-11-23T12:28:05+00:00,J’peux vous poser une question ???,10
conv_2452909,2452908,@115821 @115830 @AmazonHelp No delivery attempt was made today there wasn't a point during the day where the property was empty,2017-10-29T18:01:11+00:00,No delivery attempt was made today there wasn't a point during the day where the property was empty,14
conv_1710377,1710377,ur exchg offr is not wrking in any loct kindly fix this problem as u promise offer expires 17mdnght @115850 @AmazonHelp,2017-10-17T17:50:27+00:00,ur exchg offr is not wrking in any loct kindly fix this problem as u promise offer expires 17mdnght,10
conv_1512029,1512029,We demand to speak with someone in the review dept! Not customer service. They have not helped this situation @115821 @AmazonHelp,2017-11-03T17:36:55+00:00,We demand to speak with someone in the review dept! Not customer service. They have not helped this situation,11
conv_1399368,1399368,"#Hermes epic fail yet again! Literally speared my parcel, what were you trying to do? Roast it? @AmazonHelp #Amazon #delivery #fail 🍴🍖🏹🤺🚛🗡",2017-10-28T16:34:33+00:00,"#Hermes epic fail yet again! Literally speared my parcel, what were you trying to do? Roast it? #Amazon #delivery #fail 🍴🍖🏹🤺🚛🗡",14
conv_462509,462505,@AmazonHelp It’s with UPS. https://t.co/Jvr5L32M6B,2017-12-01T02:37:00+00:00,It’s with UPS.,10
conv_1362515,1362514,@AmazonHelp I don't find that reassuring and has me reevaluating my need for an Amazon Prime account.,2017-10-27T20:38:04+00:00,I don't find that reassuring and has me reevaluating my need for an Amazon Prime account.,9
conv_807252,807255,@AmazonHelp 2/2 have had items since this morning. Plus pensioners should be last off loaded!,2017-10-12T18:25:35+00:00,2/2 have had items since this morning. Plus pensioners should be last off loaded!,10
conv_2713173,2713173,@115850 @AmazonHelp @115851 Your so called prime is failed in Delhi to deliver just 1 shoes... After paying there is no clue whe the product is. Its showing delivered.. However i haven't received my item. Stop this prime if dont have guts and refund my money.,2017-11-18T15:22:48+00:00,Your so called prime is failed in Delhi to deliver just 1 shoes... After paying there is no clue whe the product is. Its showing delivered.. However i haven't received my item. Stop this prime if dont have guts and refund my money.,5
conv_2504861,2504858,@AmazonHelp I have the second generation one,2017-11-15T21:06:48+00:00,I have the second generation one,10
conv_247033,247006,@AmazonHelp Still waiting for my order .. will it arrive this year.. @115850 @115851,2017-10-05T15:24:40+00:00,Still waiting for my order .. will it arrive this year..,18
conv_1240372,1240374,@AmazonHelp Yes and I have replied to the same as there is a second separate order due this week which has also not be correctly delivered yet.,2017-11-13T12:27:16+00:00,Yes and I have replied to the same as there is a second separate order due this week which has also not be correctly delivered yet.,4
conv_292789,294252,@AmazonHelp No u don't get it. i don't have to revert. U have to revert. What details r u talking about? In an earlier tweet u said u hav all my details,2017-10-07T16:18:15+00:00,No u don't get it. i don't have to revert. U have to revert. What details r u talking about? In an earlier tweet u said u hav all my details,10
conv_304382,304378,@AmazonHelp I still got the prime pre order discounts,2017-10-06T23:21:48+00:00,I still got the prime pre order discounts,18
conv_1883324,1883324,"Äh, kann ich das jetzt also abholen? Sonst stand auf den Abholkarten nämlich immer, dass das erst am nächsten Tag geht
@AmazonHelp @124285 https://t.co/ihyBx0lcnT",2017-10-18T10:28:29+00:00,"Äh, kann ich das jetzt also abholen? Sonst stand auf den Abholkarten nämlich immer, dass das erst am nächsten Tag geht",10
conv_2474957,2474957,"@AmazonHelp hi, fake email doing the rounds. Awful grammar and spelling. I've deleted it https://t.co/A9iWn7JcbN",2017-11-15T13:10:47+00:00,"hi, fake email doing the rounds. Awful grammar and spelling. I've deleted it",16
conv_37581,37576,"@AmazonHelp I have expressed my concerns on the phone the last time the delivery wasn't even attempted, but this time I haven't yet had the chance.",2017-11-01T14:29:57+00:00,"I have expressed my concerns on the phone the last time the delivery wasn't even attempted, but this time I haven't yet had the chance.",14
conv_128830,128828,@AmazonHelp Awesome,2017-11-24T06:01:59+00:00,Awesome,10
conv_876988,876987,@AmazonHelp that page doesn't help me because i don't have a printer...i need to speak to someone on phone. thank you!,2017-10-13T16:32:47+00:00,that page doesn't help me because i don't have a printer...i need to speak to someone on phone. thank you!,3
conv_470826,470826,"Hi @115850 
How can you show WINDOWS OS on picture if you only provide DOS with this laptop? Why such blunder, who will pay for Windows OS if I purchase it?
https://t.co/XuMJwqzF4a @AmazonHelp @115821 https://t.co/ieFfcbUPi3",2017-12-01T07:42:23+00:00,"Hi How can you show WINDOWS OS on picture if you only provide DOS with this laptop? Why such blunder, who will pay for Windows OS if I purchase it?",10
conv_918184,918182,@AmazonHelp chk DM....you can contact me on the nbr gvn. if issues is nt solved by 6 i il drag it to consumer forum,2017-10-21T10:19:52+00:00,chk DM....you can contact me on the nbr gvn. if issues is nt solved by 6 i il drag it to consumer forum,10
conv_2828052,2828052,@115850 @AmazonHelp ORDERED HTC BATTERY AT RS 919 RECIEVED DUPLICATE BATTERY PACKED IN A CHEAP PLASTIC COVER WITH NO SEAL OR NO SAFETY Instruction hoped an safe battery but revised an unsafe battery with no safety or no user guide and no warranty is it what Amazon u do to us https://t.co/TeZ5mEFiCj,2017-11-27T11:02:04+00:00,ORDERED HTC BATTERY AT RS 919 RECIEVED DUPLICATE BATTERY PACKED IN A CHEAP PLASTIC COVER WITH NO SEAL OR NO SAFETY Instruction hoped an safe battery but revised an unsafe battery with no safety or no user guide and no warranty is it what Amazon u do to us,10
conv_271596,271596,@AmazonHelp I pre-ordered Battle Front 2. How do I get the beta code?,2017-10-06T02:13:58+00:00,I pre-ordered Battle Front 2. How do I get the beta code?,10
conv_2499109,2499108,@AmazonHelp Yes! it was supposed to be delivered on Thursday but didn’t come til Friday,2017-11-15T19:48:57+00:00,Yes! it was supposed to be delivered on Thursday but didn’t come til Friday,4
conv_453361,453361,@AmazonHelp Hi! I have ordered nintendo switch. But is out of stock. Is there any news when it will be in your stock? Have a nice day.,2017-11-30T19:12:14+00:00,Hi! I have ordered nintendo switch. But is out of stock. Is there any news when it will be in your stock? Have a nice day.,10
conv_274226,274229,@AmazonHelp Will you take necessary action against the person Mr Junaid,2017-10-06T10:26:20+00:00,Will you take necessary action against the person Mr Junaid,10
conv_2220060,2220059,"@AmazonHelp Left one is the watch ordered from @118702 by my friend and the right one is ordered by me from @115850 . both watches have same designs. 
Have an answer? https://t.co/V9v5YGSnJ3",2017-11-10T13:23:32+00:00,Left one is the watch ordered from by my friend and the right one is ordered by me from . both watches have same designs. Have an answer?,10
conv_1337161,1337163,@AmazonHelp Spoken to customer service and a full refund has been organised. Thanks for your help 👍,2017-10-27T15:03:48+00:00,Spoken to customer service and a full refund has been organised. Thanks for your help 👍,11
conv_2914453,2914478,@AmazonHelp EB you need to give me the estimated delivery date.... status says “ we need more time to provide you with a good estimate”. I ask: WHEN?!!,2017-11-28T23:11:13+00:00,EB you need to give me the estimated delivery date.... status says “ we need more time to provide you with a good estimate”. I ask: WHEN?!!,14
conv_838618,838617,"@AmazonHelp Being charged twice, being told that the first charge is simply an authorization charge when it isn’t so you guys were contacted as well",2017-10-13T12:19:56+00:00,"Being charged twice, being told that the first charge is simply an authorization charge when it isn’t so you guys were contacted as well",10
conv_2567005,2567005,"@AmazonHelp trying to set up my Mother’s Amazon Fire Stick. Brand new TV, how can we fix this? https://t.co/6FhyczmFYV",2017-11-16T19:12:26+00:00,"trying to set up my Mother’s Amazon Fire Stick. Brand new TV, how can we fix this?",1
conv_1117071,1117071,@115821 @AmazonHelp  I get my 6$ back  for next day shipping since it was below 35$? https://t.co/I0afUrcZXa,2017-10-15T11:59:05+00:00,I get my 6$ back for next day shipping since it was below 35$?,14
conv_2852108,2852108,"You've got 9 minutes lads
@115830 @AmazonHelp https://t.co/o2pfyOgk0j",2017-11-27T19:51:12+00:00,You've got 9 minutes lads,10
conv_1307849,1307852,"@AmazonHelp I already filled that form, I want a response now",2017-10-16T11:10:16+00:00,"I already filled that form, I want a response now",12
conv_2410458,2410458,"@AmazonHelp bonjour je viens de recevoir un mail qui m’informe que ma commande qui était en cours de livraison, ne sera finalement pas livré?!?! Elle a été passée mardi dernier! C’est un cadeau que je dois offrir samedi midi! Donc on fait quoi svp??",2017-11-14T16:35:38+00:00,"bonjour je viens de recevoir un mail qui m’informe que ma commande qui était en cours de livraison, ne sera finalement pas livré?!?! Elle a été passée mardi dernier! C’est un cadeau que je dois offrir samedi midi! Donc on fait quoi svp??",19
conv_67575,67575,@AmazonHelp incredibly frustrated that my item won’t be delivered today despite selecting nominated day delivery and also being lied to earlier today by one of your employees saying he had spoken to the driver and it will be here between 4-6pm and then confirming over email 1/2,2017-11-29T20:40:44+00:00,incredibly frustrated that my item won’t be delivered today despite selecting nominated day delivery and also being lied to earlier today by one of your employees saying he had spoken to the driver and it will be here between 4-6pm and then confirming over email 1/2,14
conv_1251967,1251966,"@AmazonHelp This is the issue. Item ordered on Thur, Oct 19th. Item never shipped. Says I should have received it today. https://t.co/iaE9h5Ke50",2017-10-26T05:20:52+00:00,"This is the issue. Item ordered on Thur, Oct 19th. Item never shipped. Says I should have received it today.",10
conv_1090888,1090888,"@AmazonHelp 
I have lost my total trust from Amazon. I am facing very bad experiences.",2017-10-15T03:10:18+00:00,I have lost my total trust from Amazon. I am facing very bad experiences.,1
conv_2907745,2907745,"Neue Funktion? Amazon akzeptiert jetzt iDEAL!

@111541 @AmazonHelp @219464 @63924 @805122 https://t.co/fdYXpvHlz7",2017-11-28T20:38:44+00:00,Neue Funktion? Amazon akzeptiert jetzt iDEAL!,1
conv_395394,395194,@AmazonHelp @115830 263rd day requesting any kind of response,2017-05-10T18:01:48+00:00,263rd day requesting any kind of response,13
conv_1505030,1505032,"@AmazonHelp So, @AmazonHelp , it's after 7pm. Are you STILL going with your promise that Royal Mail will have my item with me by 8pm tonight?",2017-11-03T19:01:18+00:00,"So, , it's after 7pm. Are you STILL going with your promise that Royal Mail will have my item with me by 8pm tonight?",10
conv_2126255,2126255,"@AmazonHelp Hi, wondering why my order has been 'preparing for shipment' for 3 days???",2017-10-19T06:57:19+00:00,"Hi, wondering why my order has been 'preparing for shipment' for 3 days???",18
conv_2408756,2408755,@AmazonHelp I have sent a private message to you on twitter regarding the details of the  issue,2017-11-14T17:26:33+00:00,I have sent a private message to you on twitter regarding the details of the issue,10
conv_1223299,1223297,@AmazonHelp It reads: Sold by: Amazon EU S.a.r.L.,2017-11-02T11:40:27+00:00,It reads: Sold by: Amazon EU S.a.r.L.,1
conv_934385,936713,@AmazonHelp Yep - Amazon Logistics...,2017-10-21T18:02:25+00:00,Yep - Amazon Logistics...,1
conv_138124,160313,"@115851 @AmazonHelp @115850 #jeffbezos - do you have any good moral value...i have written so msnyvtimes sbt cheating and bad behavior of customer care but you fid not respond.

You should have some moral values!!!",2017-11-24T18:14:24+00:00,#jeffbezos - do you have any good moral value...i have written so msnyvtimes sbt cheating and bad behavior of customer care but you fid not respond. You should have some moral values!!!,10
conv_485323,485317,"@AmazonHelp 😭😭😭

This is like if Sylvia Plath wrote stories about cookware and first world problems.",2017-12-01T15:23:28+00:00,😭😭😭 This is like if Sylvia Plath wrote stories about cookware and first world problems.,10
conv_509390,509394,@AmazonHelp Merci. Mais comment faire pour ne JAMAIS avoir de livraison à domicile par Amazon Logistics? Je ne peux pas me permettre de perdre une journée complète à attendre un livreur qui ne passera peut-être même pas le jour prévu !,2017-12-01T22:54:56+00:00,Merci. Mais comment faire pour ne JAMAIS avoir de livraison à domicile par Amazon Logistics? Je ne peux pas me permettre de perdre une journée complète à attendre un livreur qui ne passera peut-être même pas le jour prévu !,19
conv_417021,417021,@AmazonHelp hey when do I recieve my cash back?? I have made payment through Citibank credit card and order is delivered.,2017-10-10T02:45:00+00:00,hey when do I recieve my cash back?? I have made payment through Citibank credit card and order is delivered.,4
conv_485291,485291,"@AmazonHelp I’ve ordered a book (206-7453021-7726749) to be delivered to High Wycombe, why is the tracking showing it going to Banbury?!",2017-12-01T15:00:50+00:00,"I’ve ordered a book (206-7453021-7726749) to be delivered to High Wycombe, why is the tracking showing it going to Banbury?!",4
conv_2961716,2961716,"@AmazonHelp Pretty little liars season 1 says it’s now on prime but when I go in to it, only episode 9 is, can you let me know why?",2017-11-29T20:57:37+00:00,"Pretty little liars season 1 says it’s now on prime but when I go in to it, only episode 9 is, can you let me know why?",5
conv_1650275,1650274,"@AmazonHelp si, ya les mande la captura de todos los correos hace media hora",2017-11-05T23:19:32+00:00,"si, ya les mande la captura de todos los correos hace media hora",7
conv_1731575,1731575,@AmazonHelp @115830 you lot are useless. Never using you again,2017-11-07T12:15:22+00:00,you lot are useless. Never using you again,10
conv_1662295,1662295,@AmazonHelp hi I returned an item it was collected by dpd last week but it’s showing as not collected and my refund isn’t showing? Help,2017-11-06T09:09:01+00:00,hi I returned an item it was collected by dpd last week but it’s showing as not collected and my refund isn’t showing? Help,3
conv_385879,385879,@115821 @AmazonHelp @115850  ORDER # 402-5123088-1378755 . chat service executives are liar #donttrustamazon,2017-10-09T12:33:04+00:00,ORDER # 402-5123088-1378755 . chat service executives are liar #donttrustamazon,18
conv_879207,879207,@AmazonHelp @115821 what about Amazon prime Kannada movies.. #wewantkannadamovies #amazonprime,2017-10-13T16:23:52+00:00,what about Amazon prime Kannada movies.. #wewantkannadamovies #amazonprime,9
conv_1508621,1508621,@AmazonHelp is there anyone sensible that I could speak with to sort out a refund? You deliberately did not have a free number to call u on,2017-11-03T14:08:07+00:00,is there anyone sensible that I could speak with to sort out a refund? You deliberately did not have a free number to call u on,8
conv_226668,226672,@AmazonHelp Isn’t that misleading,2017-10-06T08:46:52+00:00,Isn’t that misleading,10
conv_2305796,2305794,@AmazonHelp Already have. Done factory reset as suggested but its still happening. Clearly Fire TV fault as when unplugged nothing similar happens. Do I have to buy a new Fire box?,2017-11-12T23:42:49+00:00,Already have. Done factory reset as suggested but its still happening. Clearly Fire TV fault as when unplugged nothing similar happens. Do I have to buy a new Fire box?,10
conv_950266,950266,@AmazonHelp Why can't @115821 drivers ever seem to deliver my items on time? Member since 2006 #Primesucks,2017-10-14T01:16:47+00:00,Why can't drivers ever seem to deliver my items on time? Member since 2006 #Primesucks,10
conv_1352223,1352223,@115821 @AmazonHelp received literally the worst customer service ever today. wont be purchasing anything important through amazon again.,2017-10-27T17:59:52+00:00,received literally the worst customer service ever today. wont be purchasing anything important through amazon again.,11
conv_2309816,2309816,@AmazonHelp HELPPPPPPPPPPPPPPP,2017-10-19T21:36:58+00:00,HELPPPPPPPPPPPPPPP,10
conv_527699,527699,@115850 @AmazonHelp - I'm still waiting! :/ https://t.co/M98fbAhSo3,2017-12-02T07:54:07+00:00,- I'm still waiting! :/,10
conv_2295514,2295516,@AmazonHelp I­t­ doesn’t. No tracking details https://t.co/vnDYBb9ZQc,2017-11-12T20:15:40+00:00,I­t­ doesn’t. No tracking details,10
conv_749722,749715,"@AmazonHelp got the link i notice the email has changed to __email__
Which is not the rightfull owner of it",2017-10-11T18:49:18+00:00,got the link i notice the email has changed to __email__ Which is not the rightfull owner of it,16
conv_2388887,2388872,@688272 @AmazonHelp No it's a big help because I can't see a 'buy' button on my iPhone but I can on my parents PC ( I can't even see it on my laptop!) it's so weird...,2017-11-14T08:27:12+00:00,No it's a big help because I can't see a 'buy' button on my iPhone but I can on my parents PC ( I can't even see it on my laptop!) it's so weird...,3
conv_746029,746028,@AmazonHelp Now 1 u told shop buy...another authorized retailer..so is shop buy not authorized??? https://t.co/Yn49UoN2Zw,2017-10-11T15:04:16+00:00,Now 1 u told shop buy...another authorized retailer..so is shop buy not authorized???,10
conv_972829,975084,@AmazonHelp stop selling old and defective products otherwise you company will grow in reverse direction,2017-10-22T03:58:27+00:00,stop selling old and defective products otherwise you company will grow in reverse direction,10
conv_2683498,2683496,@AmazonHelp They have told me there were no delivery preferences. But on amazon there are so you should have made sure that was told to DPD. They have no said they won’t deliver today. So you can deal with that please.,2017-11-19T15:49:01+00:00,They have told me there were no delivery preferences. But on amazon there are so you should have made sure that was told to DPD. They have no said they won’t deliver today. So you can deal with that please.,14
conv_1751509,1751508,@AmazonHelp Hi it's a Kenwood MG510 with 'Prime' delivery by Amazon.,2017-11-07T18:30:50+00:00,Hi it's a Kenwood MG510 with 'Prime' delivery by Amazon.,9
conv_2338846,2338835,"@AmazonHelp ""pending"". Same as it is now.",2017-10-20T07:01:44+00:00,"""pending"". Same as it is now.",10
conv_2276487,2276480,"@AmazonHelp Je vous informe que pour utiliser votre chèque-cadeau, vous devez entrer le code chèque-cadeau tel qu’il apparait dans l’email que vous avez reçu ou sur la carte cadeau, dans la case intitulée « Codes chèques-cadeaux et codes promotionnels” sur la page de validation de votre comm",2017-11-11T17:55:38+00:00,"Je vous informe que pour utiliser votre chèque-cadeau, vous devez entrer le code chèque-cadeau tel qu’il apparait dans l’email que vous avez reçu ou sur la carte cadeau, dans la case intitulée « Codes chèques-cadeaux et codes promotionnels” sur la page de validation de votre comm",19
conv_2390452,2390453,"@AmazonHelp A chaque commande y a des problèmes avec vous ça commence à devenir blasant. Hier colis reçu, peinture rubson, pot ouvert dans le colis bcp trop grand/mal protégé, Résultat: Peinture dans le colis alors que ce problème récurrent vous a déjà été signalé par d'autres clients.",2017-11-14T09:34:47+00:00,"A chaque commande y a des problèmes avec vous ça commence à devenir blasant. Hier colis reçu, peinture rubson, pot ouvert dans le colis bcp trop grand/mal protégé, Résultat: Peinture dans le colis alors que ce problème récurrent vous a déjà été signalé par d'autres clients.",19
conv_158687,158687,"@AmazonHelp Hi . I order this laptop (link: https://t.co/E13tSpMs7R) https://t.co/NB66L9MZMq…
But my account is locked and my order cancelled. But after my account is openened. I want to place an order at this price (900+ 189 $) . Possible ?",2017-11-24T18:00:48+00:00,Hi . I order this laptop (link: But my account is locked and my order cancelled. But after my account is openened. I want to place an order at this price (900+ 189 $) . Possible ?,18
conv_562981,562983,@AmazonHelp Both items are sold by Amazon EU,2017-12-03T01:01:38+00:00,Both items are sold by Amazon EU,1
conv_831767,831783,@AmazonHelp Oky I'll wait for next 24 hours then I'll resolve this my way..,2017-10-15T11:49:30+00:00,Oky I'll wait for next 24 hours then I'll resolve this my way..,10
conv_1075196,1075195,@AmazonHelp Can I reduce the size and print multiple on one page?,2017-10-23T17:03:15+00:00,Can I reduce the size and print multiple on one page?,10
conv_794450,794449,@AmazonHelp Would you like to explain to my 5 year old cousin why his @20465 life size cardboard cut out isn’t arriving for his birthday?,2017-10-12T13:45:47+00:00,Would you like to explain to my 5 year old cousin why his life size cardboard cut out isn’t arriving for his birthday?,10
conv_836483,836489,@AmazonHelp Why I need to reach support team now when it is already a week?  Isn't it your responsibility to update me on your own?,2017-10-13T12:30:35+00:00,Why I need to reach support team now when it is already a week? Isn't it your responsibility to update me on your own?,0
conv_2119243,2119243,Yet another terrible experience with @AmazonHelp team. Safe to say 9 years of prime membership is over.,2017-11-08T15:00:07+00:00,Yet another terrible experience with team. Safe to say 9 years of prime membership is over.,5
conv_963221,963221,@AmazonHelp kindle version 4.1.2 have WiFi but can’t download latest update.  Can’t shop.  can’t trans update laptop-kindle,2017-10-21T22:35:12+00:00,kindle version 4.1.2 have WiFi but can’t download latest update. Can’t shop. can’t trans update laptop-kindle,0
conv_306931,306931,@AmazonHelp hola les mande mensaje espero me puedan ayudar :),2017-10-06T23:30:41+00:00,hola les mande mensaje espero me puedan ayudar :),10
conv_2276497,2276492,@AmazonHelp How comes you can’t contact the Amazon delivery guy and find out what the hell he is up to!! 😡😡,2017-11-11T17:39:57+00:00,How comes you can’t contact the Amazon delivery guy and find out what the hell he is up to!! 😡😡,1
conv_332767,332767,"@AmazonHelp Bonsoir ! J'ai commandé par erreur un article en double, je m'en suis rendu à l'arrivée, est-il possible de faire un retour?",2017-10-07T19:18:55+00:00,"Bonsoir ! J'ai commandé par erreur un article en double, je m'en suis rendu à l'arrivée, est-il possible de faire un retour?",19
conv_1258542,1258542,@amazonhelp - the order and i have to place another order for the same product for 3000INR. Is it your business policy. (2/2).,2017-10-26T08:34:46+00:00,- the order and i have to place another order for the same product for 3000INR. Is it your business policy. (2/2).,18
conv_389942,389949,@AmazonHelp @115851 the status still says on the way - This is laughable !! https://t.co/3nBMazoDUE,2017-10-10T01:20:17+00:00,the status still says on the way - This is laughable !!,10
conv_2675960,2675960,@AmazonHelp first delivery person refuses to deliver a shipment and then customer exec asks me to wait till 10PM in office. Whats going on? #fail,2017-10-31T13:35:02+00:00,first delivery person refuses to deliver a shipment and then customer exec asks me to wait till 10PM in office. Whats going on? #fail,14
conv_1019528,1019528,SO MAD w/ @AmazonHelp right now. Why even have an option for 1-day delivery and then say it won’t be delivered until NEXT week?,2017-10-14T16:05:45+00:00,SO MAD w/ right now. Why even have an option for 1-day delivery and then say it won’t be delivered until NEXT week?,14
conv_360194,360194,"Hey @AmazonHelp I’ve tried to close a redundant account now 5 times, each time there is a problem. Perhaps a phone call is in order!",2017-10-08T16:42:07+00:00,"Hey I’ve tried to close a redundant account now 5 times, each time there is a problem. Perhaps a phone call is in order!",6
conv_1133010,1133015,@AmazonHelp Thanks. Will do. https://t.co/0HWCoesS6U,2017-10-24T13:12:53+00:00,Thanks. Will do.,2
conv_2536413,2536413,@AmazonHelp first time using amazon prime for next day delivery and the item didn’t arrive 🙄🙄,2017-11-16T08:17:59+00:00,first time using amazon prime for next day delivery and the item didn’t arrive 🙄🙄,9
conv_595698,595696,@AmazonHelp Vendido y gestionado por amazon,2017-12-03T18:59:58+00:00,Vendido y gestionado por amazon,1
conv_2281093,2281094,"@AmazonHelp Yes they were removed from Hue, but still show as disabled on the Alexa app!",2017-11-12T10:06:46+00:00,"Yes they were removed from Hue, but still show as disabled on the Alexa app!",17
conv_232217,232217,Hi @AmazonHelp Credit card was debited of $99 without subscribing to Amazon Prime. Got a mail stating refund in 3-5 days. Till now nothing,2017-09-29T13:39:25+00:00,Hi Credit card was debited of $99 without subscribing to Amazon Prime. Got a mail stating refund in 3-5 days. Till now nothing,9
conv_566618,566618,@AmazonHelp why is it taking so long to answer my messages on DM? getting frustrated and would just like help regarding my issue i’m having with an order cancellation/refund.,2017-12-03T01:24:44+00:00,why is it taking so long to answer my messages on DM? getting frustrated and would just like help regarding my issue i’m having with an order cancellation/refund.,12
conv_155097,155096,"@AmazonHelp Die Größe ist 90 x 1,6 x 0,7 cm
Das macht es nachvollziehbar.
Aber Artikelmaße sind doch etwas anderes als Verpackungsmaße. Kabel werden ja in der Regel aufgerollt verschickt :D",2017-11-24T17:12:33+00:00,"Die Größe ist 90 x 1,6 x 0,7 cm Das macht es nachvollziehbar. Aber Artikelmaße sind doch etwas anderes als Verpackungsmaße. Kabel werden ja in der Regel aufgerollt verschickt :D",10
conv_607289,607289,"@AmazonHelp Buenas tardes, ¿podéis contestarme al mensaje privado que os he mandado? Gracias.",2017-11-22T11:47:55+00:00,"Buenas tardes, ¿podéis contestarme al mensaje privado que os he mandado? Gracias.",7
conv_2870651,2870650,@AmazonHelp why not put on your site between what times items may be delivered cause as a first time user I expect early rather then 8pm,2017-11-28T02:31:35+00:00,why not put on your site between what times items may be delivered cause as a first time user I expect early rather then 8pm,4
conv_69952,69955,"@AmazonHelp It's taken 2 months of messaging @115821 associates &amp; pq-media, time &amp; time again. Very stressful. But can hardly believe it: after this last msg to you, stranded inventory has now been released! OMG. Ppl can now buy #VintageChristmas https://t.co/3CrUA1b2Jb &amp; much more #happynow",2017-12-03T21:37:48+00:00,"It's taken 2 months of messaging associates &amp; pq-media, time &amp; time again. Very stressful. But can hardly believe it: after this last msg to you, stranded inventory has now been released! OMG. Ppl can now buy #VintageChristmas &amp; much more #happynow",10
conv_1760538,1760531,@AmazonHelp Are you going to help me with this @AmazonHelp?,2017-11-07T20:01:59+00:00,Are you going to help me with this ?,3
conv_2939262,2939262,Hey @AmazonHelp ich habe hier mal n Problem :),2017-11-29T12:44:38+00:00,Hey ich habe hier mal n Problem :),10
conv_686752,686751,"@AmazonHelp Localicé mi pedido con el número, dice que está en reparto, pero me ponía por la mañana según el mensaje que me mandaron , ¿puede ser que me llegue por la tarde? gracias",2017-11-23T13:51:11+00:00,"Localicé mi pedido con el número, dice que está en reparto, pero me ponía por la mañana según el mensaje que me mandaron , ¿puede ser que me llegue por la tarde? gracias",7
