conversation_id,cluster_id,message_count,predicted_intent,prediction_method,first_customer_message,transcript,corrected_intent,entities,resolution,notes,annotator_id
conv_1707058,3,2,billing_payment,keyword,Trying to get @AmazonHelp to actually help me is an exercise in frustration,"[2017-11-06T22:58:54] CUSTOMER: Trying to get @AmazonHelp to actually help me is an exercise in frustration
[2017-11-06T23:05:31] SUPPORT: @517333 I'm sorry about any previous experiences! Is there a current order you're having issues with?  We'd love to help! ^QJ",billing_payment,,unclear,,
conv_2115551,9,2,billing_payment,keyword,@AmazonHelp alôooo tô tendo um probleminha com o pagamento do amazon prime e enviei dm pra vocês,"[2017-11-08T17:22:58] CUSTOMER: @AmazonHelp alôooo tô tendo um probleminha com o pagamento do amazon prime e enviei dm pra vocês
[2017-11-08T17:28:27] SUPPORT: @623655 Sinto muito pelo inconveniente, sugiro você entrar em contato como o SAC https://t.co/C4JS9UtEf8 para verificar o acontecido. ^VL",billing_payment,{'product': 'Prime'},unclear,,
conv_588670,2,7,billing_payment,keyword,@AmazonHelp i am still waiting for my order from okt 19 My Order is # 205-0259599-2733945 I know that the book came out on nov 14 but I am still waiting. hopefully you can help me greetings from the N,"[2017-12-03T15:52:49] CUSTOMER: @AmazonHelp i am still waiting for my order from okt 19 My Order is # 205-0259599-2733945 I know that the book came out on nov 14 but I am still waiting. hopefully you can help me greetings from the Netherlands
[2017-12-03T16:06:29] SUPPORT: @259138 Have you had any updates to the tracking on your order? Which one of our sites did you order from? Was it https://t.co/xib1YBfkwP of our other sites?^PJ
[2017-12-03T16:13:04] CUSTOMER: @AmazonHelp I ordered from amazon",billing_payment,{'order_id': '205-0259599-2733945'},unclear,,
conv_1210196,2,6,prime_subscription,keyword,"@AmazonHelp Hello, I accidentally purchased the full price prime and I am still a student, could someone help me please?","[2017-10-25T11:37:55] CUSTOMER: @AmazonHelp Hello, I accidentally purchased the full price prime and I am still a student, could someone help me please?
[2017-10-25T11:41:09] SUPPORT: @404082 Hi, you can manage Prime here: https://t.co/dCzJlX3XVW. Find more info about Prime Student here: https://t.co/5e4ZzrGxWy.
[2017-10-25T11:42:01] CUSTOMER: @AmazonHelp Thanks for this, is there anyway to get a refund? I haven't used the benefits yet
[2017-10-25T11:46:03] SUPPORT: @404082 If the benefits have ",prime_subscription,{'product': 'Prime'},unclear,,
conv_823149,10,2,general_inquiry,cluster_hint,@117086 @AmazonHelp dm!preciso tirar uma dúvida urgente!,"[2017-10-12T23:31:37] CUSTOMER: @117086 @AmazonHelp dm!preciso tirar uma dúvida urgente!
[2017-10-12T23:36:55] SUPPORT: @316083 Olá, João. Sem compartilhar informações pessoais ou da sua conta, me diga, como posso ajudar você hoje? ^CR",general_inquiry,,unclear,,
conv_2703119,17,5,non_english,keyword,@AmazonHelp iPhone X support on the kindle app?????,"[2017-11-19T21:50:51] CUSTOMER: @AmazonHelp iPhone X support on the kindle app?????
[2017-11-19T21:56:00] SUPPORT: @759260 Hey there, I'm sorry for any trouble you're having with the Kindle app. Will you tell us a little more about what's going on? ^DW
[2017-11-19T22:14:20] CUSTOMER: @AmazonHelp I’m not necessarily having trouble I just want to know when the app will be optimized for the iPhone X
[2017-11-26T03:26:01] CUSTOMER: @AmazonHelp @759260 It would be amazing if your Devs could set the h",non_english,{'product': 'Kindle'},unclear,,
conv_2219987,9,6,delivery_issue,keyword,"@AmazonHelp It's 12:25am here and item hasn't gone out for delivery yet, it due today but says 'expected now 10th-15th' what time should I contact support?","[2017-11-10T12:28:49] CUSTOMER: @AmazonHelp It's 12:25am here and item hasn't gone out for delivery yet, it due today but says 'expected now 10th-15th' what time should I contact support?
[2017-11-10T12:37:00] SUPPORT: @648448 I'll be happy to help, Richard! Could you please confirm if your estimated delivery date was changed from today to now between 10th-15th? What delivery date was provided in your order confirmation e-mail? We want to help! ^SD
[2017-11-10T12:40:47] CUSTOMER: @AmazonHelp It ",delivery_issue,{'product': 'Prime'},unclear,,
conv_1072552,1,2,billing_payment,keyword,"@AmazonHelp speaking for my bf, but why does he have a random charge of $700 on his amazon credit card he hadn’t used in months? @115821","[2017-10-23T15:38:24] CUSTOMER: @AmazonHelp speaking for my bf, but why does he have a random charge of $700 on his amazon credit card he hadn’t used in months? @115821
[2017-10-23T16:25:29] SUPPORT: @373090 Oh no! 😰 We want to look into this and find out! Please ask him to contact us here: https://t.co/hApLpMlfHN ^EA",billing_payment,,unclear,,
conv_322861,16,10,billing_payment,keyword,@15863 @AmazonHelp see wat happened toy sandal withn a mnth tym.Who s going to pay us for this #NastyQualityProduct https://t.co/i8gJLNQfmT,"[2017-09-19T15:54:17] CUSTOMER: @15863 @AmazonHelp see wat happened toy sandal withn a mnth tym.Who s going to pay us for this #NastyQualityProduct https://t.co/i8gJLNQfmT
[2017-09-19T16:50:25] SUPPORT: @192912 the best option is to contact the manufacturer for warranty claims. [2/2] ^HA
[2017-09-19T17:49:52] CUSTOMER: @AmazonHelp Please provide me the number and other details.Kindly do this needful asap
[2017-09-19T18:15:43] SUPPORT: @192912 We'd like to take a closer look on this. Please repor",billing_payment,,unclear,,
conv_894591,4,2,delivery_issue,keyword,@AmazonHelp what is the latest time you deliver? Still waiting for something that’s supposed to be delivered today,"[2017-10-13T18:17:36] CUSTOMER: @AmazonHelp what is the latest time you deliver? Still waiting for something that’s supposed to be delivered today
[2017-10-13T18:28:43] SUPPORT: @217963 Thanks for reaching out! Parcels can be delivered up until 21:00 on the delivery day. Please keep us posted on this! ^GL",delivery_issue,,unclear,,
conv_448641,1,7,billing_payment,keyword,@115830 @AmazonHelp I'll await your response on the matter,"[2017-11-30T20:43:51] CUSTOMER: @115830 @AmazonHelp I'll await your response on the matter
[2017-11-30T20:49:43] SUPPORT: @221294 This isn't the kind of experience we want you to have at all! We'd like to look into this. So we can best assist; who's the carrier listed under tracking information here: https://t.co/aaDyEz1VgE? ^WT
[2017-11-30T20:52:28] CUSTOMER: @AmazonHelp Yes..... It was an Amazon Shipping delivery (that's the carrier listed) live-chat don't understand the severity of the driver",billing_payment,,unclear,,
conv_80808,4,7,delivery_issue,keyword,@AmazonHelp @115821 if my package is expected to be delivered tomorrow why does it not show shipped yet status?,"[2017-11-29T21:40:27] CUSTOMER: @AmazonHelp @115821 if my package is expected to be delivered tomorrow why does it not show shipped yet status?
[2017-11-29T21:45:13] SUPPORT: @133927 Many packages are shipped the day they are delivered. We strive to deliver on the delivery date provided on the confirmation email. Please keep us updated on the packages arrival ^BA
[2017-11-29T21:58:22] CUSTOMER: @AmazonHelp If I dm the order number can you look into this? Lately every package shipped with prime s",delivery_issue,{'product': 'Prime'},unclear,,
conv_734125,6,8,delivery_issue,keyword,"@AmazonHelp what happen? I can't acces my acount, ask me for a code and never arrive to my mail, I tried 10 times ....","[2017-10-11T11:09:05] CUSTOMER: @AmazonHelp what happen? I can't acces my acount, ask me for a code and never arrive to my mail, I tried 10 times ....
[2017-10-11T11:11:47] CUSTOMER: @AmazonHelp i'm trying to login in Amazon UK and I tried with my account and girlfriend's and never arrives the code ...
[2017-10-11T11:21:26] SUPPORT: @295651 Please reach out to us so we can better assist. You can reach us here https://t.co/9jquJP3RcP ^VL
[2017-10-11T11:32:14] CUSTOMER: @AmazonHelp if I'm not rece",delivery_issue,,unclear,,
conv_1243354,15,8,refund_return,keyword,@AmazonHelp I need urgently need your mail to request a refund due to my amazon acoount was hacked,"[2017-10-25T23:18:58] CUSTOMER: @AmazonHelp I need urgently need your mail to request a refund due to my amazon acoount was hacked
[2017-10-25T23:25:04] SUPPORT: @411688 I'm sorry to hear of this, Hector! To confirm, which Amazon site are you using (https://t.co/nUUp5MLhYl, in, .es, etc..) ^BL
[2017-10-25T23:30:03] CUSTOMER: @AmazonHelp https://t.co/LF9O1boQAq
[2017-10-25T23:34:43] SUPPORT: @411688 Thanks for confirming, Hector! Let's take a look in real-time, via phone or chat, here: https://t.",refund_return,,unclear,,
conv_1625827,17,6,non_english,keyword,"@115850 @AmazonHelp, why is the convenient chat support not available in the Amazon Android app? :-/","[2016-12-24T18:48:16] CUSTOMER: @115850 @AmazonHelp, why is the convenient chat support not available in the Amazon Android app? :-/
[2016-12-24T19:30:57] SUPPORT: @125593 Hi, I'll be sure to share your comments as feedback with appropriate team internally for a review. ^SV
[2017-10-02T19:16:10] CUSTOMER: @AmazonHelp The chat support in app is now here. Nice! Dunno when it came, but good to know that it has been added!
Cc: @115850
[2017-10-02T19:24:27] SUPPORT: @125593 We're glad you liked our n",non_english,,unclear,,
conv_2292680,0,2,delivery_issue,keyword,@AmazonHelp just had an update saying they had tried to deliver the package at 9pm...... no one knocked on my door have a baby so dead quiet and they usually put it through my letter box 😡liars,"[2017-11-11T22:21:45] CUSTOMER: @AmazonHelp just had an update saying they had tried to deliver the package at 9pm...... no one knocked on my door have a baby so dead quiet and they usually put it through my letter box 😡liars
[2017-11-11T22:26:34] SUPPORT: @435007 I'm sorry to hear this. Have you had a chance to reach out to us by phone or chat using the following link to report this and receive real-time assistance? You can do so here: https://t.co/qy3J24VGxb ^GR",delivery_issue,,unclear,,
conv_1193997,10,5,billing_payment,keyword,This pkg was supposed to be GIFT WRAPPED and the condition of the box is HORRIBLE @AmazonHelp https://t.co/qXBIcKreKD,"[2017-10-25T00:47:27] CUSTOMER: This pkg was supposed to be GIFT WRAPPED and the condition of the box is HORRIBLE @AmazonHelp https://t.co/qXBIcKreKD
[2017-10-25T01:31:00] SUPPORT: @203955 Uh oh! It looks like this was shipped with Frustration-Free Packaging. More info here: https://t.co/jmV2BBdYqJ ^LS
[2017-10-25T01:38:11] CUSTOMER: @AmazonHelp Right...but I PAID for it to be gift wrapped so why was it shipped in frustration free packaging?
[2017-10-25T01:43:20] CUSTOMER: @AmazonHelp I just sen",billing_payment,,unclear,,
conv_128830,6,4,billing_payment,keyword,"@AmazonHelp @115850 ???

#SUPERVALUEDAYQUIZ 

#AMAZONPAYQUIZ

#AMAZONFESTIVERIDDLES

#SUPERVALUEDAYQUIZ

#REDTAPEAPPQUIZ

#AVEENOBABYQUIZ

#LGQ6APPQUIZ

#ONEPLUS5TAPPQUIZ

#AMAZONRECHARGEQUIZ

#CHILDR","[2017-11-24T04:10:11] CUSTOMER: @AmazonHelp @115850 ???

#SUPERVALUEDAYQUIZ 

#AMAZONPAYQUIZ

#AMAZONFESTIVERIDDLES

#SUPERVALUEDAYQUIZ

#REDTAPEAPPQUIZ

#AVEENOBABYQUIZ

#LGQ6APPQUIZ

#ONEPLUS5TAPPQUIZ

#AMAZONRECHARGEQUIZ

#CHILDRENSDAYRIDDLES

#KINDLEANNIVERSARYQUIZ

#BLACKFRIDAYAPPQUIZ

#AMAZONPAYAPPQUIZ
[2017-11-24T04:13:55] CUSTOMER: @AmazonHelp @115850 Played every quiz but still till date not a single winner name came out. Transparency is not there. You should publish name on your Twitte",billing_payment,{'product': 'Kindle'},unclear,,
conv_961442,0,2,delivery_issue,cluster_hint,"@AmazonHelp I got a new phone 3 days ago &amp; I tried to update my new number, but it said the number is already in use. Can this be fixed?","[2017-10-14T02:54:21] CUSTOMER: @AmazonHelp I got a new phone 3 days ago &amp; I tried to update my new number, but it said the number is already in use. Can this be fixed?
[2017-10-14T03:05:30] SUPPORT: @348154 Thanks for reaching out to us here. Please contact us here so we can look into this: https://t.co/EKXRLsnxJu ^GG",delivery_issue,,unclear,,
conv_313664,10,6,delivery_issue,keyword,Delivered defective order and now telling me to courier it. Companies like @118702 Replace it by coming home.@115850 @AmazonHelp see it https://t.co/qn6Dxrqjjo,"[2017-10-07T04:32:17] CUSTOMER: Delivered defective order and now telling me to courier it. Companies like @118702 Replace it by coming home.@115850 @AmazonHelp see it https://t.co/qn6Dxrqjjo
[2017-10-07T04:34:14] CUSTOMER: @118702 @115850 @AmazonHelp I'll cancel all my orders if not replaced by coming home😡😡😡 @115850 @115821 @AmazonHelp . And will never use @115850 . Depends on u now
[2017-10-07T05:35:53] SUPPORT: @190898 I understand your concern, few sellers might not provide pickup facility.",delivery_issue,,unclear,,
conv_954303,11,5,order_problem,keyword,@AmazonHelp you damaged &amp;returned my item and refuse to replace it. Its an addon item &amp; told me to have it replaced I have to buy more stuff,"[2017-10-14T01:33:00] CUSTOMER: @AmazonHelp you damaged &amp;returned my item and refuse to replace it. Its an addon item &amp; told me to have it replaced I have to buy more stuff
[2017-10-14T01:55:41] SUPPORT: @346432 I'm sorry for the frustration, we are unable to ship add-on items on their own. Did we issue a refund for your order instead? ^MB
[2017-10-14T01:56:56] CUSTOMER: @AmazonHelp My issue was that I didn’t want a refund I want my item replaced without having to spend $25 to reach the ",order_problem,,unclear,,
conv_1727210,3,2,technical_app,keyword,@AmazonHelp right y’all I️ need help. Can I not use prime reading if I’m not the primary member? I’m not sure why it’s not working for me,"[2017-11-07T05:11:24] CUSTOMER: @AmazonHelp right y’all I️ need help. Can I not use prime reading if I’m not the primary member? I’m not sure why it’s not working for me
[2017-11-07T05:50:00] SUPPORT: @447894 I'm sorry, Prime Reading cannot be shared. Benefits that can be shared via Household are listed here: https://t.co/kQycvlXG2E ^LL",technical_app,{'product': 'Prime'},unclear,,
conv_607289,7,2,non_english,keyword,"@AmazonHelp Buenas tardes, ¿podéis contestarme al mensaje privado que os he mandado? Gracias.","[2017-11-22T11:47:55] CUSTOMER: @AmazonHelp Buenas tardes, ¿podéis contestarme al mensaje privado que os he mandado? Gracias.
[2017-11-22T11:50:28] SUPPORT: @264321 Hola, con gusto te responderemos por este medio. ¡Saludos! ^AZ",non_english,,unclear,,
conv_921468,15,3,billing_payment,keyword,@AmazonHelp My brother received an email that I made a purchase on his card (which I didn't) who do I contact to get clarification? Was only 99c but we have no idea what it is,"[2017-10-21T12:47:50] CUSTOMER: @AmazonHelp My brother received an email that I made a purchase on his card (which I didn't) who do I contact to get clarification? Was only 99c but we have no idea what it is
[2017-10-21T12:54:34] SUPPORT: @190156 Please don't reply in case the email is not from Amazon. Instead, get in touch here: https://t.co/hApLpMlfHN and we'll help. ^RL
[2017-10-21T14:15:10] CUSTOMER: @AmazonHelp Thank you! All resolved!",billing_payment,,unclear,,
conv_1950208,18,2,delivery_issue,keyword,@115821 @AmazonHelp Any idea why an order that was supposed to arrive today still hasn't shipped? =/ https://t.co/7kxG5xKMCB,"[2017-10-18T16:36:07] CUSTOMER: @115821 @AmazonHelp Any idea why an order that was supposed to arrive today still hasn't shipped? =/ https://t.co/7kxG5xKMCB
[2017-10-18T16:39:44] SUPPORT: @579266 It's not uncommon for an item to ship out and be delivered the same day. Please keep us posted! ^TR",delivery_issue,,unclear,,
conv_1240710,12,10,delivery_issue,keyword,"@AmazonHelp It says it will be arriving today, but it also says it's delayed. Should I expect it to arrive today or not? https://t.co/HEkrQ8twpQ","[2017-10-16T19:23:56] CUSTOMER: @AmazonHelp It says it will be arriving today, but it also says it's delayed. Should I expect it to arrive today or not? https://t.co/HEkrQ8twpQ
[2017-10-16T19:29:34] SUPPORT: @411009 That's odd. What does the most recent tracking detail show as the status? Check from the order: https://t.co/Y5jpI9gRhE ^MJ
[2017-10-16T21:19:06] CUSTOMER: @AmazonHelp Sorry for taking so long to respond. Here my tracking details https://t.co/OmcGheGsQC
[2017-10-16T21:24:32] SUPPORT:",delivery_issue,,unclear,,
conv_2405179,6,8,prime_subscription,keyword,"@AmazonHelp Hi there, am I able to transfer my UK Prime account to IRL?","[2017-11-14T14:33:21] CUSTOMER: @AmazonHelp Hi there, am I able to transfer my UK Prime account to IRL?
[2017-11-14T14:59:01] SUPPORT: @467431 Products eligible for Amazon Prime delivery benefits will be designated on the product page and at checkout. You can find more info here: https://t.co/hlTeCZhyCe ^AF
[2017-11-14T15:11:37] CUSTOMER: @AmazonHelp That’s not what I’m asking.
Can I PERMANENTLY change my account from the UK to be used in Ireland (I’m emigrating), or do I need to quit and sign-u",prime_subscription,{'product': 'Prime'},unclear,,
conv_671710,2,7,escalation_needed,keyword,"@AmazonHelp hi team, I had ordered a watch through Amazon US with 2-day expedited delivery.. but the delivery was delayed by a day.. in that case, I could have gone for Standard delivery instead of a ","[2017-11-23T07:21:17] CUSTOMER: @AmazonHelp hi team, I had ordered a watch through Amazon US with 2-day expedited delivery.. but the delivery was delayed by a day.. in that case, I could have gone for Standard delivery instead of a wasting $9.99 for a 2-day delivery! ☹️
[2017-11-23T07:27:28] SUPPORT: @280267 I am sorry to hear this, Kevin. What was the day that the watch was scheduled to be delivered?^SM
[2017-11-23T09:01:54] CUSTOMER: @AmazonHelp it was ordered on 18th Nov and supposed to be de",escalation_needed,,unclear,,
conv_1666571,10,6,general_inquiry,cluster_hint,"Highly disappointed with @AmazonHelp @115821 More than INR 14,000 is to be refunded and no1 cares to revert to a single mail of mine!","[2017-11-06T10:58:08] CUSTOMER: Highly disappointed with @AmazonHelp @115821 More than INR 14,000 is to be refunded and no1 cares to revert to a single mail of mine!
[2017-11-06T11:17:02] SUPPORT: @507691 Sorry about that. Kindly connect with us here:https://t.co/vlvfJr4nN9 and we'll look into it. ^PB
[2017-11-06T11:19:59] CUSTOMER: @AmazonHelp I have done this a million times.  Been going back and forth for a month now. When i ask you guys to give me  Call automation says...
[2017-11-06T11:20:5",general_inquiry,,unclear,,
conv_2449711,3,3,escalation_needed,keyword,@115850 @AmazonHelp Hi Team I got a Amazon giftcard today but while adding its showing invalid code... plz help asap,"[2017-10-29T16:01:08] CUSTOMER: @115850 @AmazonHelp Hi Team I got a Amazon giftcard today but while adding its showing invalid code... plz help asap
[2017-10-29T16:16:48] SUPPORT: @702098 team here: https://t.co/vlvfJr4nN9 and we'll get this sorted immediately. 2/2 ^SK
[2017-10-29T16:16:48] SUPPORT: @702098 I'm sorry for the trouble. That shouldn't be happening. Request you to connect with our support 1/2 ^SK",escalation_needed,,unclear,,
conv_1027505,10,2,billing_payment,keyword,@AmazonHelp the amount of packaging for the clothes basked to the left is beyond belief! Total waste and filled half my recycling... https://t.co/ZaF3XJ0nzH,"[2017-10-14T17:19:35] CUSTOMER: @AmazonHelp the amount of packaging for the clothes basked to the left is beyond belief! Total waste and filled half my recycling... https://t.co/ZaF3XJ0nzH
[2017-10-14T17:25:01] SUPPORT: @363140 You can leave our shipping department your packaging feedback by using this link: https://t.co/pMJo8UCD8X ^GL",billing_payment,,unclear,,
conv_2266806,14,8,technical_app,keyword,@AmazonHelp any reason why when I’m on the uk site the prime option no longer delivers on weekends?,"[2017-11-10T22:06:14] CUSTOMER: @AmazonHelp any reason why when I’m on the uk site the prime option no longer delivers on weekends?
[2017-11-11T07:05:01] CUSTOMER: @AmazonHelp HI @AmazonHelp any info on this issue?
[2017-11-11T07:21:02] SUPPORT: @145701 It does depend on the item - can you also pls check your wkend delivery setting: https://t.co/N662IvNf5p .  Pls click on 'Edit' to ensure wkend delivery available ^TD
[2017-11-11T07:26:58] CUSTOMER: @AmazonHelp All checked. Also deleted and re-ad",technical_app,{'product': 'Prime'},unclear,,
conv_861863,0,10,delivery_issue,keyword,@AmazonHelp I havent had an update on my order for 3 days. can you assist. I have set the delivery for somewhere i will only be for 7 days.,"[2017-10-13T14:36:28] CUSTOMER: @AmazonHelp I havent had an update on my order for 3 days. can you assist. I have set the delivery for somewhere i will only be for 7 days.
[2017-10-13T14:40:36] SUPPORT: @324649 I'm sorry for the trouble! Just to clarify, which marketplace (co.uk, .de, .com) did you  place your order from? ^KP
[2017-10-13T14:41:15] CUSTOMER: @AmazonHelp .co.uk.
[2017-10-13T14:45:00] SUPPORT: @324649 We're here to help! The expected delivery date provided here: https://t.co/aaDyEz",delivery_issue,,unclear,,
conv_2538159,16,12,delivery_issue,keyword,@AmazonHelp why is the delivery I'm expecting today &amp; had email confirmation yesterday of dispatch for today now showing upto the 21st for delivery?,"[2017-11-16T09:17:08] CUSTOMER: @AmazonHelp why is the delivery I'm expecting today &amp; had email confirmation yesterday of dispatch for today now showing upto the 21st for delivery?
[2017-11-16T09:31:00] SUPPORT: @721908 I am sorry to hear this Marc, can I ask, what was the original estimated delivery date given to you on the confirmation email please? ^GA
[2017-11-16T09:33:19] CUSTOMER: @AmazonHelp At 20:46 last night in the email  confirmation was for today 16th
[2017-11-16T09:39:19] CUSTOM",delivery_issue,,unclear,,
conv_1680689,3,4,billing_payment,keyword,@115850 @AmazonHelp Hey my #DiwaliKiTayari is going in vain not able to add money to my amazon pay and order gifts to my loved ones. Help,"[2017-10-17T15:12:12] CUSTOMER: @115850 @AmazonHelp Hey my #DiwaliKiTayari is going in vain not able to add money to my amazon pay and order gifts to my loved ones. Help
[2017-10-17T16:15:03] SUPPORT: @511033 Sorry for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN
[2017-10-17T16:41:03] CUSTOMER: @AmazonHelp Already did but my problem is not solved !
[2017-10-17T16:53:01] SUPPORT: @511033 We'd like to look into this, please share your d",billing_payment,,unclear,,
conv_2023078,8,10,non_english,keyword,|@115821 @AmazonHelp @115850 | Amazon Chat Bots n Social Bots are the Best Examples for Why we don't need AI in near future by any means !,"[2017-10-18T20:57:19] CUSTOMER: |@115821 @AmazonHelp @115850 | Amazon Chat Bots n Social Bots are the Best Examples for Why we don't need AI in near future by any means !
[2017-10-18T21:02:05] SUPPORT: @367525 Sorry for any hassle. Could you confirm if you've shared your details in the link provided earlier? ^SQ
[2017-10-18T21:06:29] CUSTOMER: @AmazonHelp Tok Tok...! Are you a Human or a Bot...?
[2017-10-18T21:23:01] SUPPORT: @367525 We are humans responding to you. ^NR
[2017-10-18T21:28:56] CUS",non_english,,unclear,,
conv_1616303,17,2,non_english,keyword,@65846 is this available on the @AmazonHelp app store? My 5 year old loves it on my laptop and is getting a fire 7 tablet at Xmas,"[2017-11-25T13:14:49] CUSTOMER: @65846 is this available on the @AmazonHelp app store? My 5 year old loves it on my laptop and is getting a fire 7 tablet at Xmas
[2017-11-25T13:21:25] SUPPORT: @282996 Hi, you can find available apps on the Fire 7 tablet here: https://t.co/v7lU7czK7z ^ES",non_english,,unclear,,
conv_552003,19,10,non_english,keyword,"@AmazonHelp Bonsoir, toujours un plaisir de payer le prime pour recevoir ses commandes 3-4 jours après. 
cc @131800  j'arrive :)","[2017-12-02T19:07:51] CUSTOMER: @AmazonHelp Bonsoir, toujours un plaisir de payer le prime pour recevoir ses commandes 3-4 jours après. 
cc @131800  j'arrive :)
[2017-12-02T19:16:00] SUPPORT: @248668 Bonsoir, pourriez-vous nous en dire davantage sur le problème que vous rencontrez? ^BR
[2017-12-02T21:13:55] CUSTOMER: @AmazonHelp Oui sans problèmes. Mes 3 dernières commandes sont arrivées avec du retard.. et la derniere completement abîmée.. un retard de temps en temps ok mais la ... 🤔🤔
[2017-12-",non_english,{'product': 'Prime'},unclear,,
conv_2679353,18,2,delivery_issue,keyword,Dear @AmazonHelp I had ordered something.&amp; u didn't deliver. Then I had a chat with ur https://t.co/i0mH6A2HvK ex. &amp; told him to deliver as soon as possible. But he canceled my order.he mayn't,"[2017-11-19T14:28:29] CUSTOMER: Dear @AmazonHelp I had ordered something.&amp; u didn't deliver. Then I had a chat with ur https://t.co/i0mH6A2HvK ex. &amp; told him to deliver as soon as possible. But he canceled my order.he mayn't understand the conversation.But hope...this won't happen again.
[2017-11-19T14:53:00] SUPPORT: @753907 Sorry to know about the order cancellation. Please place a new order and I'm positive the order would be delivered without any hassle. Also, I'll take this as a fee",delivery_issue,,unclear,,
conv_349400,16,4,billing_payment,keyword,why won't my books ship . @AmazonHelp,"[2017-10-08T08:24:21] CUSTOMER: why won't my books ship . @AmazonHelp
[2017-10-08T08:35:00] SUPPORT: @199163 When is the delivery estimate on your order? ^AS
[2017-10-08T08:36:29] CUSTOMER: @AmazonHelp it was supposed to arrive on 10\6 but the status never went past ""shipping soon"" &amp; today I received an email saying it's undeliverable?
[2017-10-08T08:55:29] SUPPORT: @199163 Sorry to hear that. Orders can become undeliverable for different reason mentioned here: https://t.co/lZSXgFL72W ^RS",billing_payment,,unclear,,
conv_2526221,18,2,technical_app,keyword,"Hey @AmazonHelp! Any idea why I just received two order history reports? I never requested them, and they came in one minute apart. Glitch on your end?","[2017-11-16T03:53:29] CUSTOMER: Hey @AmazonHelp! Any idea why I just received two order history reports? I never requested them, and they came in one minute apart. Glitch on your end?
[2017-11-16T04:05:30] SUPPORT: @675142 Order history reports are only sent at your request. If you haven't requested a report, I would suggest to change your password on your account. More information can be found here: https://t.co/ykoPAZwmf1  ^JP",technical_app,,unclear,,
conv_297949,2,7,billing_payment,keyword,Super disappointed with @AmazonHelp,"[2017-10-06T18:56:40] CUSTOMER: Super disappointed with @AmazonHelp
[2017-10-06T19:20:30] SUPPORT: @186335 So sorry we've let you down, Crystal! Without including account info, can you tell us what's going on? We're here to help! ^AD
[2017-10-08T10:33:45] CUSTOMER: @AmazonHelp Still no reply...?
[2017-10-08T11:12:32] SUPPORT: @186335 Sorry to hear that, contact us here:  https://t.co/jQfNsGQINu help ^AS
[2017-10-08T12:43:46] CUSTOMER: @AmazonHelp Thanks but that link just takes me to the normal ",billing_payment,,unclear,,
conv_1120384,0,12,delivery_issue,keyword,@AmazonHelp spoke to logistics again today.   Didn’t go well was told it was gonna be delivered I believe she was talking about another purc,"[2017-10-15T13:01:48] CUSTOMER: @AmazonHelp spoke to logistics again today.   Didn’t go well was told it was gonna be delivered I believe she was talking about another purc
[2017-10-15T13:11:00] SUPPORT: @356983 I'm sorry for the troubles. Were we able to provide an updated delivery date? Please keep us updated! ^AB
[2017-10-15T13:13:07] CUSTOMER: @AmazonHelp I was told today.  But I show nothing on tracking except for the diff order.   I have never had issues like this
[2017-10-15T13:24:00] SUP",delivery_issue,,unclear,,
conv_1279828,11,77,account_access,keyword,"Bad customer service. Did not receive my order yet, even after the customer service employee confirmed. @115850 @AmazonHelp","[2017-10-26T16:36:01] CUSTOMER: Bad customer service. Did not receive my order yet, even after the customer service employee confirmed. @115850 @AmazonHelp
[2017-10-26T16:45:26] SUPPORT: @366269 Apologies for the delay in delivery of your order, Sumedha. I'd like to take a closer look. 1/2 ^HD
[2017-10-26T16:46:00] SUPPORT: @366269 Please share your details here: https://t.co/GIJyeYqKE0 and I'll get in touch with you. 2/2 ^HD
[2017-10-26T16:53:56] CUSTOMER: @AmazonHelp I HAVE ALREADY DONE THAT.
",account_access,,unclear,,
conv_781642,5,6,prime_subscription,cluster_hint,@AmazonHelp Will I ever get my order 408-0742100-2445928??,"[2017-10-12T06:19:45] CUSTOMER: @AmazonHelp Will I ever get my order 408-0742100-2445928??
[2017-10-12T06:54:00] SUPPORT: @306605 Sorry for the delay in the delivery. I'd like to help. Kindly share your details here: https://t.co/JzRdscmdH9  ^AK (1/2)
[2017-10-12T06:54:28] SUPPORT: @306605 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to the public. ^AK 2/2
[2017-10-16T06:39:27] CUSTOMER: @AmazonHelp Hey Team, I was told that u wud deli",prime_subscription,"{'order_id': '408-0742100-2445928', 'product': 'Prime'}",unclear,,
conv_1234078,10,3,billing_payment,keyword,@AmazonHelp has the WORST customer service period,"[2017-10-25T17:35:32] CUSTOMER: @AmazonHelp has the WORST customer service period
[2017-10-25T18:03:37] SUPPORT: @409450 I'm sorry you had a poor experience. Without giving any account/personal info, can you tell us about the problem? ^SJ
[2017-10-25T18:06:58] CUSTOMER: @AmazonHelp i am still having the issue as I am still holding. will report to @118156",billing_payment,,unclear,,
conv_2611641,9,2,billing_payment,keyword,"@AmazonHelp hi, I have cancelled my amazon prime account but the payment has still been collected post cancellation. Help please","[2017-11-17T11:43:00] CUSTOMER: @AmazonHelp hi, I have cancelled my amazon prime account but the payment has still been collected post cancellation. Help please
[2017-11-17T11:53:54] SUPPORT: @738479 Hi, is it showing that your Prime subscription is canceled on your account? You can check here: http:https://t.co/a4Yc9lKczA ^ES",billing_payment,{'product': 'Prime'},unclear,,
