conversation_id,text,intent,label_source,resolved_candidate,resolution_score
conv_1140940,"@AmazonHelp Can't login and having trouble resetting my password, can you assist?",account_access,rule_single,True,2
conv_872662,De sobresaliente la ayuda y actitud de @116928  @AmazonHelp. Ya podían aprender muchos otros... #AsíSí,non_english,rule_single,True,0
conv_2305743,"@AmazonHelp i need some assistance. My amazon account is locked, i provided all necesary documents. But i havent recived and email yet. Normally this wouldnt be a problem but i need to make an urgent purchase.",account_access,rule_single,True,2
conv_2283979,"@115850 @115821 @AmazonHelp
ORDER # 403-0674563-5641150
Ordered on 9th Nov NextDayDelivery
This order is Cancelled 
Do not to Subscribe #AmazonPrime wastage of money
@118702 Experience #SameDayDelivery Awesome
@118702 @4030 focus on service not on #Sales 
@15828",billing_payment,rule_single,True,3
conv_422307,"@115850 @AmazonHelp I was expecting my product to be delivered tomorrow but not received. Tracking id B47067172 is this, unable to track. https://t.co/dLPjr1Bu3g",delivery_issue,rule_single,True,1
conv_233482,@AmazonHelp I Was in Payment Page in Net Banking entered Login Details but The Page didn't Load up,account_access,rule_conflict,True,0
conv_1604066,@AmazonHelp Can't recover my account. My Password is crct. Even tried resetting the password. Password scsfully changed. Still can't login. https://t.co/OFQxIxCRUm,account_access,rule_single,True,2
conv_1238766,"@AmazonHelp Guys, I'm still waiting on my account to be unlocked. I've received an email asking me to supply a bank statement to confirm the use of a visa card. The visa card is a @141806 voucher, so I cannot provide the info you need.",account_access,rule_conflict,True,4
conv_105006,"@AmazonHelp my order shipped on Monday and was due today, the shipping info has nothing more than passed to carrier since the apparent dispatch. Ru able to look into this more? Thanks",delivery_issue,rule_single,True,1
conv_1723364,@115821 @amazonhelp I have an issue and why your service and support team isn’t supporting me ? Am I not a valuable customer to you ?,escalation_needed,rule_single,True,1
conv_1738930,@115821 @AmazonHelp  Mr Amazon fucking service i have purchase a blood machine till now i did not get my refund fuck,refund_return,rule_single,True,1
conv_99827,@AmazonHelp @115850 @115821 I want to know the return/refund time duration?,refund_return,rule_single,True,2
conv_2401321,@AmazonHelp I bought 499 rs amazon gv from zeta app if I bought membership through this gv will I get 250 cb ?,non_english,rule_multi,True,3
conv_278736,@132734 @115850 @AmazonHelp NoT FaiR DeaR TeaM PLeaSe UpDaTe SoOn,escalation_needed,rule_single,True,3
conv_2820477,@AmazonHelp can I get prime at 499 I missed earlier as I was unaware of hike and also on cash load how 20% calculated to the amount paid or left.... Please help your genuine customer.mail id- __email__,prime_subscription,rule_single,True,2
conv_2336971,"@AmazonHelp help please! Newest Fire stick update = the picture doesn't fit on the screen anymore, calibrating doesn't work #firestick",technical_device,rule_single,True,2
conv_2616383,@AmazonHelp Hi I emailed the customer service team on Sunday and have still not had a reply?,escalation_needed,rule_single,True,0
conv_629466,@115850 @115851 @AmazonHelp @115850 @115851  Agent pr agent change kr rhe ho without information msg and mail pr agent ka number kuch delivery agent koi aur..what is my product security disappointed,delivery_issue,rule_single,True,4
conv_752971,@AmazonHelp VISA DEBIT RETAIL PURCHASE Amazon.ca Prime 727831280489..... #Fraud,escalation_needed,rule_multi,True,0
conv_2279069,@AmazonHelp I got £10 free on my fire stick last week I redeemed it but can't see it anywhere? How do I check?,technical_device,rule_single,True,2
conv_423240,@AmazonHelp @120534  J´ai une commande en cours et un retard de livraison sur une commande premium de 3 semaines ! HELP !!,non_english,rule_single,True,0
conv_1338006,"@AmazonHelp Seit Mittwoch ""Zustellung heute"" - was ist denn los? (306-1933920-7614758 und 028-0766269-3589129)",non_english,rule_single,True,0
conv_266850,@AmazonHelp ¿Por que me sigue apareciendo ese mensaje? https://t.co/qw32fqLzVP,non_english,rule_single,True,0
conv_1258551,"@AmazonHelp you have flawed mechanisms unsuited to indian circumstances, update yourselves, i've been cheated of money by your people(contd)",billing_payment,rule_single,True,3
conv_2518036,"@AmazonHelp hola, es normal que haya realizado un pedido, pero aún no han realizado el cobro? Ya tiene 10 días, gracias",non_english,rule_single,True,0
conv_566697,@AmazonHelp what is the point of a Prime membership if my “guaranteed fast shipping” ends up being this?? https://t.co/YhaPZCcWg3,delivery_issue,rule_multi,True,1
conv_576468,@AmazonHelp I talked to your Indian customer support representative and he said that he is not able to find contact number of seller. Do you really verify sellers before registering? I'm unable to claim my warranty for order of crossbeats headphone as it stopped workng in 5 mnths,account_access,rule_single,True,2
conv_1875447,"@AmazonHelp Hi, I need to return an item that's defective but wasn't given the option to arrange a Hermes pickup .. can you help?",refund_return,rule_single,True,1
conv_2103637,"@AmazonHelp Buenas noches, me llego un paquete abierto de amazon y sin el producto adentro, me gustaría saber que puedo hacer al respecto.",non_english,rule_single,True,0
conv_741617,"@AmazonHelp Need a 'verify your identity' code, tried several times, nothing has arrived in 30mins. Help?",account_access,rule_single,True,1
conv_2236345,"@AmazonHelp When I told your employee Judith that, with her help, I was able to reactivate one of my Echo Dots, she exclaimed ""I am so happy!"" I appreciate the personable and highly-competent customer service this morning.",technical_device,rule_single,True,1
conv_726320,@AmazonHelp @115850 @115851 This is the real amazon. Think twice before using it. My money they cheated. Others please beware. Fraud https://t.co/mk3UE8HMl6,escalation_needed,rule_multi,True,1
conv_1559280,@AmazonHelp I got a WW2 Multiplayer upgrade pre-order incentive activation code from you but it isnt working on the call of duty website.,order_problem,rule_single,True,1
conv_593347,"@AmazonHelp guys, why is my wait for a replacement for a faulty item as long as you’ve made it? It isn’t my fault that the item is faulty.",refund_return,rule_single,True,4
conv_1057314,@AmazonHelp How do I make a formal complaint if the Customer Service is doing nothing?,escalation_needed,rule_single,True,1
conv_86013,@AmazonHelp I paid and ordered footwear and this is what you deliver??!!! I am totally disgusted and shocked! Give me a refund right now! #Cheaters https://t.co/l6tYHkUFzi,delivery_issue,rule_multi,True,7
conv_2762126,@AmazonHelp recently purchased a laptop which promised a cashback of Rs.3700+ in pay balance in 72hrs. Pls look into this. Account: __email__,billing_payment,rule_single,True,3
conv_909507,@AmazonHelp kindly check DM Team,escalation_needed,rule_single,True,3
conv_2471660,Purchased an N 99 Mask from @115821 Its broken and the product has no return policy. @AmazonHelp Could you take this up!,refund_return,rule_single,True,1
conv_985132,@AmazonHelp I would like to know if I can get 5.1 content with Fire TV stick.?,technical_device,rule_single,True,0
conv_158786,I tried to order a game to be delivered next day with Prime @ 5:10PM Friday - I have to wait until Monday?!?! @115821 @115830 @AmazonHelp https://t.co/XKqiOHvz6c,delivery_issue,rule_multi,True,1
conv_1195140,@AmazonHelp All I'm able to load is a weird html (sort of) page on yr site. Super annoying. Same on chrome/explorer/kindle/desktop/netbook,technical_device,rule_single,True,3
conv_746813,"@AmazonHelp my order is still not fucking delivered , I want a fucking proper service",delivery_issue,rule_single,True,0
conv_649726,"@AmazonHelp I have received a plastic gift card but have accidentally torn off part of my claim code, is there any way I can still use this with my serial number?",billing_payment,rule_single,True,2
conv_2832818,"AMAZON IS THE COMPANY OF MOTHERFUCKERS, BUYERS NEED TO PAY FOR THE MISTAKES OF THE SELLERS, @115821 @AmazonHelp @115850 #CustomerService https://t.co/zxKlRrmg28",billing_payment,rule_single,True,0
conv_697955,"@AmazonHelp If we pre-order a book and get a guaranteed delivery date, it's not cool to be told at 18:29 on that date that it's been delayed",delivery_issue,rule_conflict,True,1
conv_288193,@AmazonHelp @115850 do you not provide a complaint no after raising an issue? Or confirm the issue is raised? CCE Mr. hemant INFORMED SO,escalation_needed,rule_single,True,0
conv_133701,"@115821 This is unexpected response from your side, how can such a company keep customer's product. Its mean you have no tracing &amp; follow up facilities of any product, its untrustworthy response. Totally fraud case
@AmazonHelp @120320 @2517 @146140 https://t.co/DlWkihn9HS",escalation_needed,rule_single,True,2
conv_2950682,@115850 @AmazonHelp Disgusted with Amazon for sending a torn book which they tried to patch up with sticker. I an not taking the trouble to go through the return process at all . Let's see what you do as a reaction to such substandard service https://t.co/Xl1x7wSfby,refund_return,rule_single,True,3
conv_2742960,"@AmazonHelp @115850 i hv renewed by @119625 subs, but didnt get my cashback in Amazon pay... Why???",billing_payment,rule_single,True,0
conv_1552153,@AmazonHelp @115850 @115823 why did not get my money back in my account. It's more then 5 working day I have waited.. https://t.co/Z0sCz41P1y,refund_return,rule_multi,True,1
conv_2273445,@AmazonHelp hey I have just added 1200 into my Amazon pay account.. how do I pay using my Amazon pay balance??,billing_payment,rule_single,True,3
conv_954133,@AmazonHelp need help. Serious fraud transactions on my saved card with your company. Pls help.,escalation_needed,rule_multi,True,2
conv_1745036,"@AmazonHelp I’m having issues with Prime Music, on iOS. Songs not playing, searches hanging.",prime_subscription,rule_single,True,0
conv_51613,@AmazonHelp .. Team I am not satisfied with customers care services...  No help from ur end..  Regarding refund issues,escalation_needed,rule_multi,True,1
conv_1744062,"I’ve tried every way I can think of to get my account with @115830 unlocked, not they’re just ignoring me-please help me I just want to spend my money?! @AmazonHelp #amazon #worstcustomerservice #whywontyouhelpme
https://t.co/QIEikJ3i7h",account_access,rule_conflict,True,3
conv_414009,@AmazonHelp Replacement package not delivered. This is getting ridiculous. https://t.co/SPvizUE6Ty,delivery_issue,rule_multi,True,0
conv_1731593,@115850 @1141 @AmazonHelp Ty for listenin to my complaint.I got my bk tday in a nyc cardbd bx wid a sweet coupon bkmrk.Very happy!,escalation_needed,rule_single,True,1
conv_166423,"@AmazonHelp tried to buy an MP3 &amp; the following error comes up: ""We were unable to process your purchase with your current payment information. Please enter a valid payment method and an address which are both local."" - my payment method &amp; address are valid. Help?",billing_payment,rule_single,True,1
conv_2731222,@117795 @AmazonHelp you've emailed me saying I have requested #Amazonprime and a receipt for£159. I haven't this is not required. Take the money and I'll Sue!,billing_payment,rule_single,True,4
conv_575333,"@AmazonHelp i cant sign my account, it says ""Account Locked"". Can you help me?",account_access,rule_single,True,1
conv_1081382,"@AmazonHelp sto avendo problemi con un buono regalo su Amazon con 18 app.
Dopo aver creato il buono su 18app l'ho convertito sul sito amazon",non_english,rule_single,True,0
conv_2715201,@AmazonHelp @115850 you should give the option of sending Amazon pay balance to another amazon pay user or bank account.,billing_payment,rule_single,True,1
conv_2981917,"@AmazonHelp Hi, for Prime discounts on video games, are they only applicable for pre-orders or are they also applicable for new games within two weeks from the release date?",prime_subscription,rule_single,True,1
conv_1581366,@AmazonHelp hi! who can I talk to about amazon credit card questions?,billing_payment,rule_single,True,0
conv_894624,"Hey @AmazonHelp I just got charged my Prime membership fee twice in a row, one hour apart.",prime_subscription,rule_single,True,0
conv_158818,"@AmazonHelp @115850 
You can't stop me from giving genuine review. You charged me more than MRP of this product and now not allowing me to put genuine review. 

Then how buyers will know the reality of your site when reviews are selective? https://t.co/vIUFnAgjRG",billing_payment,rule_single,True,1
conv_854329,@AmazonHelp c’est la troisième fois que je trouve mon colis comme ça vos livreurs sont débiles ou quoi ? https://t.co/ojqIvALN2P,non_english,rule_single,True,0
conv_2532206,@amazonhelp I had purchased a smart band. The product is extremely pathetic and the replacement is defective. Tell me how to get the refund.,refund_return,rule_single,True,2
conv_2539583,@AmazonHelp bonjour j'aimerais changer le nom de facturation d'une commande svp,non_english,rule_single,True,1
conv_2310281,@115821 @AmazonHelp I don't think I've ever had as much complications and aggravations as dealing with your CS and this ridiculous 2 step verification I'm forced into. Now I can't login because my phone was stolen and thus can't get the code you keep sending. Ridiculous.,account_access,rule_single,True,2
conv_2468592,"@AmazonHelp Hey, how can I order something on my phone whilst not appearing on a Kindle, which my girlfriend now owns, seeing all my purchases?",technical_device,rule_single,True,3
conv_969254,"@AmazonHelp Hi, @118117 directed me your way for an Echo Dot code that doesn’t work. Code is E742-DL52ST-BWRAZB.",technical_device,rule_single,True,0
conv_2260769,Second #Kindle of mine @115821 bricks with an automatic update. How is that even possible? There's no test for updates? @AmazonHelp,technical_device,rule_single,True,0
conv_2784510,@AmazonHelp Why is the customer support line nothing but an endless stream of promotional offers now? At the end of a call it tells me to call a separate number. That number does nothing but misidentify me without any ability to correct. Prime is a waste of $,prime_subscription,rule_single,True,3
conv_712922,"@AmazonHelp Once again, your courrier has ""delivered"" a package that's not actually at my house.... second time I've had this issue with you",delivery_issue,rule_single,True,3
conv_774647,"@AmazonHelp Tech support calls are hard enough in English, speaking to people in the Philippines about a fire stick in nearly impossible.",technical_device,rule_single,True,0
conv_86186,"@AmazonHelp My wife bought a birthday print at home gift card &amp; when I downloaded it, it was a Happy Holidays card! Chat was NOT helpful. What can be done????",billing_payment,rule_single,True,1
conv_2347782,"@AmazonHelp I just placed an order, but  i realized the wrong card was the first one that was used, I've changed the card in the order status Which of my cards will be used for the order?",order_problem,rule_multi,True,2
conv_25004,@AmazonHelp had an email saying payment has been reversed but has been taken AGAIN this morning.,billing_payment,rule_single,True,1
conv_466666,"Cool, ordered a replacement for my last order that got marked delivered without actually being delivered (took a police report to get refunded!) and the new one didn’t show up either. I’m done @amazonhelp",delivery_issue,rule_multi,True,2
conv_2618173,Thanks @AmazonHelp for sending this CHRISTMAS gift that now my son has seen ! Raging!!!!! Who sends this like that with no packaging around it !? https://t.co/RAIxy29mFc,resolution_confirmation,rule_single,True,0
conv_2823114,"@AmazonHelp Bonjour, j'ai commandé un casque 2 fois (car le lendemain prix moins chère) et donc j'aimerais en renvoyer un (payé plus chère) seulement il risque d'arrivé tous les deux en même temps si je renvois n'importe lequel avec le bon de retour du plus chere c'est grave?",non_english,rule_single,True,0
conv_602311,@115851 @115821 @AmazonHelp dears I ordered 7 items last Wednesday all in stock when following up on shipping I noticed 4 weren't shipped although checking stock they were in stock now customer service are rude about me asking about my order which I was charged  this not good https://t.co/yVPV57o0c0,delivery_issue,rule_multi,True,1
conv_423829,@AmazonHelp Dear are you irresponsive.I asked about my order status of order number ORDER # 404-5940794-4552302. You have shipped it through,delivery_issue,rule_single,True,1
conv_2965284,"@AmazonHelp hello I want to send a gift to an american friend,  Im in the uk but Im worried about any hidden charges to pay",billing_payment,rule_single,True,2
conv_298423,@AmazonHelp  Why can't I buy and download the entire Outlander (by Diana Gabaldon) for my kindle?,technical_device,rule_single,True,0
conv_1523995,Anyone @AmazonHelp know how to get rid of this book. It's one of the free new prime books. I cannot delete &amp; stays queued been there ages. 😕 https://t.co/reKTv0IUi2,prime_subscription,rule_single,True,0
conv_758373,"@AmazonHelp waiting since last 3 days for the delivery of my order, still no update.. too much disappointed with the services..",delivery_issue,rule_single,True,2
conv_836161,@AmazonHelp  - I have raised return request on ORDER # 403-5632031-5850769. How to check the status ? And how to contact Amazon?,refund_return,rule_single,True,6
conv_2627665,@AmazonHelp Re: storage plan change. I have Amazon Prime; do I now pay $24.99/yr for photo storage in addition to Prime's annual fee? The information is contradictory/unclear. Thanks!,prime_subscription,rule_single,True,0
conv_2666878,@115830 @AmazonHelp perhaps you can shed some light on the situation as contacting the customer service team through the website has been very unhelpful,escalation_needed,rule_single,True,3
conv_1748614,@AmazonHelp I can’t find the option to cancel ITV hub in my amazon prime subscription.,prime_subscription,rule_single,True,0
conv_1125087,@AmazonHelp do you want to tell me why you have took £100’s of my money to be told “we have never had it we don’t know what has happened” 😀😀 ?? FRAUDS,billing_payment,rule_single,True,1
conv_607403,"@AmazonHelp Bringt #Alexa mal bei ""Alexa, spiele NIE wieder deutsche Musik"". Vielen Dank. :D",technical_device,rule_single,True,0
conv_522527,"@AmazonHelp I Want To Know Why I Can't Log In To My Account. I Reset My Password Already, But It Still Says It's Incorrect.",account_access,rule_single,True,4
conv_1259690,"@AmazonHelp hello, I sent an item back Monday,  which you have received however this is not showing as a refund?",refund_return,rule_single,True,1
conv_662669,@AmazonHelp why can’t Alexa routines turn my Hue lights off? It can only turn them on or dim them.,technical_device,rule_single,True,0
conv_1883241,@AmazonHelp hi how long does it take for pending verification to be processed,account_access,rule_single,True,6
conv_16477,"@AmazonHelp installed the alexa app,but it doesn't take my India address alexa weather gives me report of Seattle instead of Pune.",non_english,rule_multi,True,1
conv_2534545,"@AmazonHelp @115821.com @98233 It has been over 2 weeks since the 2 step verification process has not allowed 100s of 1,000s of Amazon sellers like me to access their seller accounts; thereby, losing potentially $100s. I've had it. I am contacting the media.",account_access,rule_single,True,5
conv_844091,"@AmazonHelp Dears, there are some transactions done on my credit card from Amazon, and I didn’t link this card to my account.",billing_payment,rule_single,True,1
conv_1738384,@115830 @AmazonHelp You've took £450 out of my bank account yesterday and still not dispatched my Project Scorpio!Thanks for robbing me.,billing_payment,rule_single,True,1
conv_348037,When did @AmazonHelp #Amazon customer service become so poor. Prime membership waste of money delyed packages false promises #badservice,prime_subscription,rule_conflict,True,4
conv_2241946,@AmazonHelp I’m registered on my laptop but not the mobile app. https://t.co/OqdFoQ0oe7,non_english,rule_single,True,3
conv_570809,@AmazonHelp do you guys see LiteCoin as a payment method any time soon?,billing_payment,rule_single,True,0
conv_1100586,@AmazonHelp I went to upload my release for the 28th the last hour of the 3 day deadline. I'm locked out. I have 1000's of readers who will get the 4 page placeholder. Can someone please help me. I'm desperate,account_access,rule_single,True,0
conv_273869,"@AmazonHelp :-  Terrible feeling team.being  prime member, Delivery from global store has brought such shame to me.really unprofessional.",escalation_needed,rule_multi,True,1
conv_1200964,@115821 @AmazonHelp Guy name Baidurya Phukan Ripp Amazon &amp; People money. Catch &amp; take action. I give more proof. He's from Guwahati. https://t.co/3fD6Rmu6Ek,billing_payment,rule_single,True,1
conv_392180,@AmazonHelp @115850 @115821 poor show no response. I returned prdct after no reply. They wasted 1 mnth. Poor srvc to prime member.,escalation_needed,rule_multi,True,0
conv_442874,@AmazonHelp hi! Do your prime subscriptions not run on a constant year to year basis?,prime_subscription,rule_single,True,0
conv_1008916,@AmazonHelp I received an item that was apparently a gift from Amazon. How did this happen? Do I get charged?,billing_payment,rule_single,True,0
conv_334903,@AmazonHelp I’m trying to reset my password. They sent a verification email but it doesn’t show up in my emails.,account_access,rule_single,True,0
conv_2069762,Hey @AmazonHelp can your account just magically link to someone's phone or do they have to put in the email and password?,account_access,rule_single,True,3
conv_479318,@AmazonHelp Hola. ¿Hay alguna forma de contactar con el mensajero para saber a qué hora tiene previsto hacer una entrega? Muchas gracias.,non_english,rule_single,True,0
conv_1737110,@AmazonHelp Hi. Who do I contact regarding a complaint? Your customer service team are unable to help me and won't transfer me to management,escalation_needed,rule_single,True,0
conv_317293,"@AmazonHelp my Alexa is flashing green and I asked her why said it’s an incoming call or to do with a drop in, can u help it won’t stop?",technical_device,rule_single,True,0
conv_2310287,@AmazonHelp if I cancel my amazon prime does my membership get cancelled straight away or does it continue and cancel before the next date that I’m supposed to be charged? @14249 @173744,prime_subscription,rule_conflict,True,1
conv_421353,@115850 @AmazonHelp This is the type of service amazon gives. Did not give my refund. Amazon makes mistake customers suffer. Filing a case https://t.co/BbgO5VeLBa,refund_return,rule_single,True,2
conv_2318246,"@AmazonHelp Hi, I sent my credit card statement more than 48hs ago and still no news from the account specialist",escalation_needed,rule_multi,True,8
conv_656847,"@AmazonHelp if payment done by credit card, and order cancelled. how and when refund ????",refund_return,rule_multi,True,1
conv_75830,The keypad on my Kindle fire has disappeared.  The whole thing seems locked.  Anyone out there who can advise? @AmazonHelp,technical_device,rule_conflict,True,0
conv_2290810,@AmazonHelp First @232617 order and not impressed. Ordered red wine received toffee liqueur. I understand mistakes happen but have been on hold for 12 min trying to get a refund...don’t think will be ordering again https://t.co/9zgE2nV5gY,refund_return,rule_single,True,4
conv_1623705,"@AmazonHelp hi, in trying to play blippi kids music on my Alexa but it won’t play it anymore, it just started within last few days",technical_device,rule_single,True,2
conv_2612306,"@AmazonHelp J’ai retourné un colis depuis presque 2 semaines mais il n’est toujours pas arrivé sur votre plateforme donc le remboursement ne peut pas être fait. Je soupçonne un vol du transporteur, j’ai la preuve du dépôt avec moi help merci",non_english,rule_single,True,0
conv_2461284,"@AmazonHelp Hey,Special Amazon promo offers not given to me when I was purchased a smartphone on great Indian sale period.I tried but amazon &amp; idea but no response yet. https://t.co/n7t8B5rPLA",escalation_needed,rule_single,True,2
conv_2603164,@115821 @AmazonHelp,billing_payment,golden,True,2
conv_2277875,@AmazonHelp How do I return a damaged item from 3rd party seller?,refund_return,rule_conflict,True,2
conv_295331,@AmazonHelp my parcel was meant to arrive today and it still hasn't?,delivery_issue,rule_single,True,1
conv_74750,@AmazonHelp I've got a payment about to go on out from my bank for £1 to amazon...i haven't bought anything for £1?! The last thing I bought was paid in full so...?,billing_payment,rule_single,True,2
conv_286332,"Hey @AmazonHelp, placed an order on 3rd for Prime delivery - still not arrived! Birthday present for today. What can you do?",delivery_issue,rule_multi,True,1
conv_2790427,@AmazonHelp hello I was wondering if I buy something with a credit/debit card and I don’t have the money at that time in the bank will i have to just pay my bank after I purchased my item from amazon,billing_payment,rule_single,True,1
conv_229978,@AmazonHelp we haven't received our cash back for shopping with you on 23/09/17 as we paid you by card please see to this as soon as possibl,billing_payment,rule_single,True,0
conv_2831628,"@AmazonHelp I really hope to get a replacement, if it's possible. Thanks.",refund_return,rule_single,True,3
conv_502534,"@AmazonHelp I wasn't provided with an 'Authorization Label' for my return, the site only gave me a postage label for the outside of the box. Does this mean the former is not necessary on this particular return or is this an error? (Amazon Locker drop-off)",refund_return,rule_single,True,1
conv_2142191,@AmazonHelp Hi I keep getting charged each month for no reason. How can I stop this?,billing_payment,rule_single,True,0
conv_836483,"@115850 @AmazonHelp Guaranteed 1-day delivery not done, hence cancelled the order. Now even after 7 days no update. Is the way you work? https://t.co/eVXGYpwulY",delivery_issue,rule_single,True,7
conv_43706,"@AmazonHelp Hi Amazon, do you have an e-mail address I could send an e-mail to regarding a return?",refund_return,rule_single,True,3
conv_995417,@AmazonHelp tem algum número que eu possa usar para ligar para a transportadora direct e combinar o horário da minha entrega?,non_english,rule_single,True,0
conv_593424,@AmazonHelp Hi I am meant to be getting my parcel by 8pm today and Hermes tracking says it will be delivered tomorrow. Can you chase for delivery or refund please? Thanks,delivery_issue,rule_multi,True,1
conv_2385471,@AmazonHelp what happened to prime savings on video games? No longer 20%savings on new releases? Looks like I'm cancelling #Amazonprime,prime_subscription,rule_single,True,2
conv_921206,"@AmazonHelp when will the return pick up happen? When I called the given number, person says someone else will come but he doesn't know who! https://t.co/LFrOyQOPuB",refund_return,rule_single,True,0
conv_789305,@AmazonHelp @115850 worst delivery experience..till now product not delivered full of false promises https://t.co/awKz5SonhM,delivery_issue,rule_single,True,2
conv_788253,"@AmazonHelp On my return, I don't understand ""3 copies of required commercial invoice"" and I'm not the only one https://t.co/tw2Y3au2YW",refund_return,rule_single,True,0
conv_674350,@AmazonHelp we have had a notice of delivery to our receptionist Ian yesterday. We have NO reception NO Ian and NO delivery. Tracking ID H80004607144 please help.,delivery_issue,rule_single,True,2
conv_1064856,@AmazonHelp Sir I haven't got the money I am call again and again to Amazon they always says to to wait for 2 days and so on .,billing_payment,rule_single,True,1
conv_704303,@AmazonHelp hey so I know add on items can only be bought with larger orders but I don't have to be a prime member right?,prime_subscription,rule_single,True,1
conv_80724,@AmazonHelp Amazon it's already more than 24 hours since I contacted you and yet still no response.,escalation_needed,rule_single,True,0
conv_2634845,how tf do you expect me to change my password if i dont know my current password 😑 @AmazonHelp,account_access,rule_single,True,2
conv_306907,"@AmazonHelp I made a claim against an order the seller cancelled, but have no idea whether I am actually getting my money back. Help please",refund_return,rule_multi,True,0
conv_603208,@AmazonHelp I have not received an order. It’s 2 weeks late and I’m having no luck with contacting the seller. Can you help please?,delivery_issue,rule_single,True,1
conv_1313902,@AmazonHelp  got locked out of my amazon account for irrelevant reason. already sent all required documents to unlock my account but,account_access,rule_single,True,0
conv_763607,"@AmazonHelp my account info was changed without my consent and in order to contact your support I need to log in which I can't do, any help",account_access,rule_single,True,1
conv_570785,@AmazonHelp How do I register a complaint against a delivery driver who says they attempted delivery but my home cctv cameras show they never came to the house - and we were in...?,escalation_needed,rule_multi,True,6
conv_11060,@AmazonHelp still have not received my package I paid extra for guaranteed next day. Won't do that again,delivery_issue,rule_single,True,2
conv_67443,"@AmazonHelp 
I bought a product in July. It's now broken. But there's no option to get a replacement or raise a complaint. What do i do??  !!!",escalation_needed,rule_multi,True,0
conv_1127958,@AmazonHelp Hi there... It's embarrassing that I filed a return 17th due to defective product.. However I am still waiting...,refund_return,rule_single,True,1
conv_2418446,@AmazonHelp I went to cancel my Amazon Prime membership as my free trial has expired &amp; was offered another 30 days free. Will this commit me to an annual membership or can I cancel again after the trial if I want to? Thanks!,prime_subscription,rule_single,True,2
conv_2302229,@AmazonHelp I want to cancel a pre-order but can’t find the option on the website to do so. Please help!,order_problem,rule_single,True,3
conv_2713173,@115850 @AmazonHelp @115851 Your so called prime is failed in Delhi to deliver just 1 shoes... After paying there is no clue whe the product is. Its showing delivered.. However i haven't received my item. Stop this prime if dont have guts and refund my money.,prime_subscription,rule_conflict,True,0
conv_425082,"On the phone w/ @AmazonHelp @115821 and not getting an acceptable explanation why Prime shipping for an ""in-stock"" item will take 8 days and ""one-day"" shipping takes a week. WTF? https://t.co/zaOTMiVtFL",delivery_issue,rule_multi,True,1
conv_1106451,@AmazonHelp Mr. Lokesh of Leadership Team from Amazon India Customer service ended our chat conversation and left without providing any help,escalation_needed,rule_single,True,2
conv_888372,"@AmazonHelp hey! it seems im having some issues login in, any help would be appreciated.",account_access,rule_single,True,2
conv_2297452,normal que le site es de la misère @AmazonHelp ?,non_english,rule_single,True,0
conv_293778,"@AmazonHelp Hello, I've just taken up a prime free trial, if I cancel now will my free trial continue until the end of the 30 days??",prime_subscription,rule_single,True,0
conv_563009,@AmazonHelp I’ve purchased various movies but only one looks bad when streaming. Why? Can it be fixed?,technical_device,rule_single,True,0
conv_2636949,"""My name is 'Sameer' and I am incharge of investigation team so you can go in nearest police station, my words are final "" 
That's the word by a @115850 @AmazonHelp exutive. And he is saying ""you can't do anything because you are a customer""
So thanks @115850 for helps.",escalation_needed,rule_single,True,1
conv_2371364,"Oye @116875 @AmazonHelp que onda con tu servicio, tu asistente del chat me dejó tirado sin darme una solución sólo abandono la conversación que puedo hacer",non_english,rule_single,True,0
conv_2283700,"Is this anywhere legal?? 
MRP changed &amp; Delivery charges applied when during checkout they didn’t apply. @115850 @AmazonHelp #cheats https://t.co/mrYVF3DXJC",escalation_needed,rule_multi,True,0
conv_387968,@AmazonHelp hi wondering what's going on with my refund still haven't received it 3 days on I usually get it by now,refund_return,rule_single,True,2
conv_1172163,"@AmazonHelp Ordered 14-Oct, AmazonCC asked me to wait till 17-Oct then 24-Oct and now 26-Oct to work on escalation for not receiving product https://t.co/nfPd3U003j",account_access,rule_single,True,2
conv_255484,"@AmazonHelp hii,i need u help.. why my account is locked after i checkout?",account_access,rule_single,True,6
conv_298989,WTH does delivery verification mean anymore? It's NOT on my porch. And tomorrow I'll watch the delivery person place it there. Like the last 2 times. @AmazonHelp https://t.co/NmmFJuYFHg,delivery_issue,rule_multi,True,0
conv_1305601,"@AmazonHelp if an order is suppose to be here tomorrow and I want to cancel it, can I just hit return?",refund_return,rule_single,True,2
conv_1322538,@AmazonHelp My https://t.co/GXVXNgh8mt  account has been locked for using my virtual debit card . Is using virtual debit card wrong?,account_access,golden,True,2
conv_581162,BITCH LET ME SIGN IN!!!!!! @AmazonHelp,account_access,rule_single,True,4
conv_2281571,"@115850 want to gift echo dot to my best friend, can you please send me an invite asap and help me to make her birthday (just a week left) special with Amazon's little masterpiece? @115851 @115821 @115833 @AmazonHelp",technical_device,rule_single,True,1
conv_441022,"@AmazonHelp I’ve bought a kindle book instead of a real book, can I change it please?",technical_device,rule_single,True,5
conv_2899660,"Hey @AmazonHelp, you are off my Christmas card list😡📦 https://t.co/s4biaDPOIu",billing_payment,rule_single,True,0
conv_1427877,"@AmazonHelp Bonjour !

Un de vos collègues doit m'appeler aujourd'hui, vous pouvoir savoir quand il va m'appeler ?

Les infos sont en DM ^^",non_english,golden,True,0
